	id	post_main	SH	closing by	extra	desirable	period	vacancy	deadline	seats	apply	ring	locality	open	before	key skills	city	bonus	span	district	responisble	send	candidates with	station	location	criteria	mail	whatsapp	interested in	type	until	trainee	advantage	get	phone	department	facebook	Last Date	Time	age	posted	earn	join	Process	work	posts	about company	project	Hiring	compensation	Full time	limit	mode	work description	closing	Walk-in Drive	region	procedure	website	requirement	required	locale	NGO	share	site	intern	sponsor	duration	description	preferably	part time	goal	dept	weekly off	pay scale	resume	write	shifts	responsibilities	role	interview	preferable	email	profile	looking for	opening	eligibility	qualifications	spot	stipend	hours	Timings	extent	position	post	salary	Selection	benefits	language	Preferred Skills	mobile	Application deadline	area	experience	perks	place	Working days	qualification	time	link
10	1406595426271199_1666445916952814	HIRING SUMMER INTERNS--..SOS 2.0,Indias First Technology based NGO,.is looking for interns who have a fair knowledge of Digital Marketing (SEO/Facebook marketing/Email marketing/Youtube marketing,etc.). The intern shall be trained into DIGITAL MARKETING-SEO/SMO, if he/she has to start from the scratch..The volunteer should be competent enough to handle the work assigned and have a very good command over english language..The selected intern(s) will work on following during the internship: .1.Content writing for the client projects into SEO/SMO..2.Assigning content and keywords and copy paste material to the hearing impaireds..3.Rigorous followup and commitment on daily basis..4. Working on the Sales of the business..WHY SOS?.SOS gives you the opportunity wherein you can help the hearing impaireds, to get a sustainable as well as white collared job. Join hands with us for the noble cause and help the differently abled live a dignified life...WHAT YOU GET:.-A kickass experience into Digital Marketing..-A sublime experience of working with the hearing impaireds .-Enhance your communication skills through customer interaction and CRM..-Enhance your knowledge into Sales as well as Technology..-Grab a DMC certificate soon after the completion of internship..-Flexible hours of working...Think this is relevant and best place to polish your skills? .Get Set Go!! All you need to do is write up to the following and attach your resume to get an interview call !! ..Contact details:..BDM: Daisy Alphanso.Email: daisyalphanso003@gmail.com , connect@soundsofsilence.in , soundsofsilence2.0@gmail.com.Website:http://www.soundsofsilence.in/	H	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	1	2	1	0	0	1	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
11	1561967894059890_1601701463419866	About Little Green Kid :..Little green kid is an organic clothing space, we bring high quality, well engineered 100% organic cotton clothing for new borns and kids. We are passionate about our environment and hence concerned about the harmful effects of pesticides and chemicals have on our environment, customers and farmers. We would like to give consumers better options to help them to make a difference to our environment...Job Description :..Are you Social Media Savvy ? We at Little green kid are looking for an intern who can assist us in managing the Social media for us. We are looking for a creative person who is good with in writing and verbal communication and has experience with Facebook, twitter, Linkendin, photo editing, instagram etc. And is keen on following and working in the eco-fashion Industry. This is unpaid internship...Requirements :. .- Excellent and creative writing and verbal skills.- Good at writing blogs, posts, captions, etc.- Create impressive posters, Advertisements and videos for Social Media..- Ability to understand the organization and its concept and work accordingly...Please inbox if anybody is interested.	H	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
12	1430398747237523_1456004951343569	As-Salam International Hospital is seeking to hire a OR Booking.Job Requirement:.1-Communication Skills.2-Team Work.3-Experience From 1 to 2 years.4-Good command in English.5-Computer skills, good in Microsoft Office Specially in Excel.To Who are interested send your CV at cv@assih.com please write the job title in the subject line...#Jobs #Vacancies #Careers # #Medical	H	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13	321584714568610_329303000463448	"""Female Enumerators required.An International Organization is seeking female enumerators for the Survey on Child Labour in Afghan Refugee camps in Peshawar. Duration of the Survey will be 3 weeks including weekends. 1500 Rs per day stipend will be pay to enumerators..Send resumes on hr.pesh1@gmail.com before 5th April."	H	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14	563951803697189_674388309320204	"******************NEW JOB*******************..Aditya Birla Group hiring ""Engineer"" for B.E/B.Tech graduates, Karnataka- July 2014 ..To Apply Visit : http://dointernship.com/aditya-birla-group-hiring-engineer-b-eb-tech-graduates-karnataka-july-2014/"	H	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15	397532417045923_737932359672592	Customer Service Executives {Voice}.Salary up to INR 20,000 + Incentives + other perks and benefits. .Serco is hiring Customer Service Executives for UK and US processes . .Barclays Transaction Banking {TB}: - Candidates will be trained for Barclays bank {UK} and will be required to provide exceptional customer service and up sell banking products. Shift window any 9 hours shift between 10:30 am to 6:30 am, with two weekly offs {could be split or consecutive off, not compulsory on Saturday and Sunday}.Barclays Digital Servicing {DS}: - Candidates will be trained for Barclays bank {UK} online services. 24/7 rotational shifts, with two weekly offs {could be split or consecutive off, not compulsory on Saturday and Sunday}.Barclays Virtual Contact Center {VCC}: - Candidates will be trained for Barclays bank {UK} and will be required to provide exceptional customer service and up sell banking products. Shift window any 9 hours shift between 10:30 am to 3:30 am, with two weekly offs {could be split or consecutive off, not compulsory on Saturday and Sunday}.First Railway {UK}: - Candidates will be trained for First Railway {UK} and will be required to help book tickets and provide exceptional customer service. 24/7 rotational shifts, with two weekly offs {could be split or consecutive off, not compulsory on Saturday and Sunday}.Trans Union {US}:- Candidates will be trained in credit reports, rating, scores and credit lock. US rotational shifts, with two weekly offs {could be split or consecutive off, not compulsory on Saturday and Sunday}.Serco Group plc is a British outsourcing company based in Hook, Hampshire. It is listed on the London Stock Exchange and is a constituent of the FTSE 250 Index. Serco operates in Continental Europe, the Middle East, the Asia Pacific region and North America..Sounds interesting? Quickly call back Rizwan on 7710053170 or whatsApp me on 9702440122 or email your updated resume at rizwan@acmecareers.co.in you can also walk in with a copy of resume at Acme Careers, Unit no 813, 8th Floor, Ijmima Complex, Mindspace, Near Infiniti Mall, Link Road, Malad West, Mumbai-400064..Kindly share this with friends, family and groups.. .Please like our page https://m.facebook.com/acmecareers.co.in	H	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	3	0	0	0	0	0	0	0	0	0	0
16	320847171352648_541283945975635	Business Process Designer Internship Opportunity in Durban, SA.Visit the Link below,.http://summerinternshipjobs.net/business-process-designer-internship-opportunity-in-durban-sa/	H	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
17	563951803697189_723214177770950	******************NEW JOB*******************..Mphasis Off Campus For BE,Btech,MCA - Freshers - as Software Engineer on 30th Oct 2014 ..To Apply Visit : http://dointernship.com/mphasis-campus-bebtechmca-freshers-software-engineer-30th-oct-2014/	H	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18	1430398747237523_1440535669557164	Nestl Waters Egypt Vacancies ..Nestl Waters Egypt is hiring..Nestl Egypt needs to fill the following vacancies:..1- Customer Services Specialist Temp (3 months).Qualifications:.-Bachelor degree (fresh grads welcome to apply)..-Computer Skills: Very good.-English Language: Very good.Gender: Male/Female.Location: Abo Rawash, Egypt.Number of vacancies: 5..2- Sales Rep. Alex .Qualifications:.-Bachelors degree in any discipline..-0-2 year(s) experience in Sales.-Computer Skills: Very good.-English Language: Very good.-Hold a driving License.Gender: Male.Location: Alex, Egypt.Number of vacancies: 7..3- Sales Rep. Abo Rawash .Qualifications:.-Bachelors degree in any discipline..-0-2 year(s) experience in Sales.-Computer Skills: Very good.-English Language: Very good.-Hold a driving License.Gender: Male.Location: Alex, Egypt.Number of vacancies: 3..Profiles of candidates meeting the above criteria will be only considered..If interested, please send an updated CV including a personal photo to CVS@eg.nestle-waters.com mentioning the job title in the subject of your message to assess your eligibility for hiring..#Nestle_Waters #sales_representative #customer_service.#Jobs #careers #	H	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19	563951803697189_606423369450032	FeedPanda Openings For Content Writers - Freshers - March 2014 ..To Apply Visit : http://dointernship.com/feedpanda-openings-content-writers-freshers-march-2014/	H	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20	1557274441208918_1742393099363717	"IPAN INTERNSHIP PROGRAMME IN PUBLIC POLICY RESEARCH.""Public Policy is what governments do and not do."".IPAN, Asia's first youth led public policy think tank, is offering an internship programme for students and early-career researchers, who are seeking a meaningful, practical work experience in the area of public policy research..If the questions related to national and global affairs make you think, this is the right exposure for you..Visit www.ipan.in/internship/ for programme details and the application procedure..The number of positions are limited and will be filled on a rolling basis."	H	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
21	1557274441208918_1740284132907947	Hi, Inovas Tech is Introducing Summer Industrial Internship Program for all the Students after 12th Class. Upon completion of the Internship Program, students will have gained an understanding of the Project Management. Students will have developed their skills in self-directed work, time management, collaboration and working on a virtual team. Additionally, students will have acquired professional skills such as research, effective communication, and project management. Please call or WhatsApp on +91-9958987703 or visit: http://inovas.in/internship/ for more details about Internship. Only Limited Seats Available.	H	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
22	563951803697189_703946056364429	"******************NEW JOB*******************..Microsoft hiring ""UX Designer"" for Freshers B.E/MA/MS/BA/BS graduates, Hyderabad - September 2014 ..To Apply Visit : http://dointernship.com/microsoft-hiring-ux-designer-freshers-b-emamsbabs-graduates-hyderabad-september-2014/"	H	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23	150498911653408_184288861590966	Hello all - If you know any Christian college age student that would like to apply for the River of Life Christian Fellowship Summer internship - We are now accepting applications Here!..http://www.theriverof.com/intern/	H	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
24	1430398747237523_1660567084220687	Administration Intern @ CID Consulting. ( ).Vacancy Deadline(mm/dd/yy):12/31/2015.Languages:.- Arabic, Excellent.- English, Excellent.Country : Egypt.City: Cairo.Job Category: Administration.Job Type: Full Time.Job Level: Internship..Duties:.- Manage incoming and outgoing telephone communication..- Manage incoming and outgoing correspondences..- Support CID team members in scheduling internal and external.meetings..- Support CID team members in tasks related to internal and external projects including but not limited to typing of documents, data entry, preparation of presentations, events management, translation of documents..- Manage all regular IT maintenance activities..- Handle all outgoing mailing campaigns..- Receive and handle all travel arrangement requests..- Manage all administration related databases Support in company recruitment activities...Qualifications :. Education major: Business Administration/Economics or a.related discipline.. Able to professionally use Microsoft office applications (Word, Excel, PowerPoint, Visio).. Able to develop professional documents and presentations.. Able to handle multiple activities.. Able to work well within a team.. Able to develop and maintain relationships with different stakeholders.. Able to thoroughly research topics and issues.. Perfect command of spoken and written English and Arabic.. English and Arabic typing skills..Gender : Any.Car owner Any.Education major : Business Administration.Experience : 0 New Graduate Years..Salary (L.E.): Negotiable..Comments : When sending your CV, kindly attach a recent photo and quote the following reference in the subject field.(AdminIntern-1215-AMCHAM)..You will only be contacted should your CV match the required qualifications..Internship duration will be 1TO 3 months..Job Contact Email: recruitment@cid.com.eg..#Administration_Intern #Summer_Internship_Page #_ # # #CID_Consulting #Summer_Internship_Page	H	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	2	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
25	563951803697189_725247397567628	******************NEW JOB*******************..Odisha Public Service Commission Recruitment Notification For Assistant Director - Last Date : 22 Nov 2014 ..To Apply Visit : http://dointernship.com/odisha-public-service-commission-recruitment-notification-assistant-director-last-date-22-nov-2014/	H	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26	563951803697189_723214137770954	******************NEW JOB*******************..Syndicate Bank Recruitment Notification 2014 For PTS / Attender - 05 posts - 31st Oct 2014 ..To Apply Visit : http://dointernship.com/syndicate-bank-recruitment-notification-2014-pts-attender-05-posts-31st-oct-2014/	H	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
27	1430398747237523_1462922000651864	Inside Sales Specialist (Outbound B2B Calls)..OTS (www.otsdc.com), is currently hiring Inside Sales Specialist for our office in Heliopolis, Cairo...Job Requirements:.- (6 months to 1 year ) of professional experience in Outbound sales in an offshore accounts..- Proficiency in English Language is a MUST..- Excellent cold calling, selling, communication, teamwork, and interpersonal skills...Salary and Working Hours:.- Net Monthly Salary: 2,000 L.E + competitive monthly commission up to 1,500 L.E/month..- Profit Share..- Medical & Social insurance.- Fixed Working Hours from 8:30 am to 5:30 pm, Including one hour break...Thus, if you meet the above mentioned requirements, kindly send your updated resume to jobs@otsdc.com , quoting the job title in the subject line of the e-mail... Emails without job title in the subject line will be neglected...#Inside_Sales_Specialist #OTS #Jobs #Careers #Vacancies #	H	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
